KREIS;GEMEINDE;TYP;Modell;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT (EPSG:4647);NORDWERT (EPSG:4647);GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;DATENDATUM;DATENQUELLE;Coords;Wetter-ID;Coords UTM;Distance UTM to old
Hzgt.Lauenburg;GroÃÂÃÂ¸ Schenkenberg;Enercon E-40/S/76.8/5/01-6.44;Enercon E-40;Enercon;77.65;44.0;100.6;600;kW Nennleist. Rotor.;32604838;5963248;30.05.2002 00:00;13.06.2003 00:00;in Betrieb;53044098362;1;13.07.2021;LLUR SH, Abtl. 7;[53.7933405, 10.5667695];3086;('53.80721238659786', '10.592085502001153');2,272929401855073
Nordfriesland;Wittbek;Enercon E48;;Enercon;55.6;48.0;103,5 dB(A) / 103,5 dB(A);800;kW Nennleist. Rotor.;32518735;6035714;13.05.2015 00:00;09.02.2016 00:00;in Betrieb;54159152747;2;13.07.2021;LLUR SH, Abtl. 7;[54.4718628, 9.2040368];4466;('54.46873637031128', '9.289071920553086');5,524174880905971
Dithmarschen;Friedrichsgabekoog;Enercon E-48;;Enercon;50.0;48.0;99.1;800;kW Nennleist. Rotor.;32496817;6000135;05.08.2008 00:00;29.06.2009 00:00;in Betrieb;51033470519;1;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788;('54.14930758231118', '8.951266753737885');1,0853984161995969
Dithmarschen;SchÃÂÃÂ¼lp;Enercon E-48;;Enercon;65.0;48.0;102.5;800;kW Nennleist. Rotor.;32496521;6009701;26.06.2006 00:00;17.06.2009 00:00;in Betrieb;51105459806;2;13.07.2021;LLUR SH, Abtl. 7;[54.2439447, 8.9344689];788;('54.23528127762817', '8.94662420426034');1,2481927864817906
Nordfriesland;Leck;Enercon E-48;;Enercon;50.0;48.0;103,0/96,1;800;kW Nennleist. Rotor.;32495494;6069052;10.02.2014 00:00;16.10.2014 00:00;in Betrieb;54076900014;1;13.07.2021;LLUR SH, Abtl. 7;[54.7739263, 8.9725059];2907;('54.7686700694186', '8.929961486321536');2,7998785942200497
Nordfriesland;NiebÃÂÃÂ¼ll;Enercon E-48;;Enercon;50.0;48.0;105/101,9;800;kW Nennleist. Rotor.;32486554;6072654;12.12.2016 00:00;13.12.2018 00:00;in Betrieb;54088000011;1;13.07.2021;LLUR SH, Abtl. 7;[54.7868097, 8.8258359];2907;('54.80088029836317', '8.79083728881347');2,742479175357728
Nordfriesland;Olderup;Enercon E-48/800 kW;;Enercon;60.0;48.0;HZ /dB(A) | 63/81,0 | 125/86,6 | 250/89,0 | 500/94,7 | 1000/95,5 | 2000/89,9 | 4000/79,6 | 8000/1 | SLP=99,5 dB(A)	 gemessen;800;kW Nennleist. Rotor.;32506663;6041866;28.04.2011 00:00;18.10.2012 00:00;in Betrieb;54097327552;1;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919;('54.524327304257994', '9.102946320782783');1,667728813142393
Schleswig-Flensburg;Lindewitt;Enercon E-48/800 kW ;;Enercon;76.0;48.0;102.5;800;kW Nennleist. Rotor.;32512379;6058218;31.05.2006 00:00;01.01.2008 00:00;in Betrieb;59179333070;4;13.07.2021;LLUR SH, Abtl. 7;[54.6973324, 9.1950795];1379;('54.671174843933585', '9.191950555312085');2,9187837376158217
Dithmarschen;Hemme;Enercon E53;Enercon E-53 ;Enercon;73.0;53.0;102,5dB(A)/ 102,5 dB(A);800;kW Nennleist. Rotor.;32496707;6013385;12.06.2013 00:00;28.10.2013 00:00;in Betrieb;51047499913;1;13.07.2021;LLUR SH, Abtl. 7;[54.2817377, 9.0097766];788;('54.268392587868554', '8.949437385966108');4,2019800876507
Dithmarschen;WÃÂÃÂ¶hrden;Enercon E-53;Enercon E-53 ;Enercon;73.3;52.9;103,5 dB(A)/103,5 dB(A);800;kW Nennleist. Rotor.;32501082;6001494;28.07.2011 00:00;01.08.2012 00:00;in Betrieb;51113512580;1;13.07.2021;LLUR SH, Abtl. 7;[54.1667, 9.0];788;('54.161530565663064', '9.01657081633997');1,2258058281755617
Dithmarschen;Oesterwurth;Enercon E-53;Enercon E-53 ;Enercon;73.0;53.0;102,5 dB(A)/99,0 dB(A);800;kW Nennleist. Rotor.;32497401;6005339;30.04.2010 00:00;30.09.2010 00:00;in Betrieb;51140437450;1;13.07.2021;LLUR SH, Abtl. 7;[54.2167, 8.98333];788;('54.196082628235295', '8.96016315401745');2,748028458461476
Schleswig-Flensburg;Silberstedt;Enercon E-53;Enercon E-53 ;Enercon;60.0;52.9;103,5dB(A)/99,0dB(A);800;kW Nennleist. Rotor.;32522602;6045917;21.01.2014 00:00;01.08.2014 00:00;in Betrieb;59079900014;1;13.07.2021;LLUR SH, Abtl. 7;[54.5168642, 9.3711038];4466;('54.560273095735866', '9.34951868989001');5,02998832826755
Dithmarschen;Kronprinzenkoog;Enercon E-53 ;Enercon E-53 ;Enercon;73.0;53.0;103,5 dB(A)/100,5 dB(A);800;kW Nennleist. Rotor.;32497703;5978380;02.06.2015 00:00;17.12.2015 00:00;in Betrieb;51062493851;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200;('53.95378189066399', '8.964996564014466');1,9234076018513995
Dithmarschen;Kaiser-Wilhelm-Koog;Enercon E-58 1000 kW;;Enercon;70.0;58.0;101;1000;kW Nennleist. Rotor.;32496663;5975438;18.02.2003 00:00;01.06.2004 00:00;in Betrieb;51057322941;2;13.07.2021;LLUR SH, Abtl. 7;[53.9432915, 8.9260047];1200;('53.92733352263827', '8.94918040377496');2,3391615038745224
Dithmarschen;Kaiser-Wilhelm-Koog;Enercon E-58 1000 kW;;Enercon;70.0;58.0;101;1000;kW Nennleist. Rotor.;32496548;5975684;18.02.2003 00:00;01.07.2004 00:00;in Betrieb;51057322941;3;13.07.2021;LLUR SH, Abtl. 7;[53.9432915, 8.9260047];1200;('53.929543822073285', '8.947426276433115');2,0786336402522494
Dithmarschen;WÃÂÃÂ¶hrden;Enercon E58/10.58;;Enercon;70.5;58.0;101;1000;kW Nennleist. Rotor.;32500588;6003307;26.06.2003 00:00;28.11.2003 00:00;in Betrieb;51113512566;4;13.07.2021;LLUR SH, Abtl. 7;[54.1667, 9.0];788;('54.177826000394674', '9.00900875225362');1,3710528096421362
Nordfriesland;Winnert;Enercon E-58/10.58;;Enercon;67.0;58.0;100.8;1000;kW Nennleist. Rotor.;32512221;6033143;13.06.2001 00:00;13.06.2001 00:00;in Betrieb;54156151723;1;13.07.2021;LLUR SH, Abtl. 7;[54.4333, 9.2];4466;('54.445828904306765', '9.18845866856848');1,5829574569913551
Nordfriesland;Winnert;Enercon E-58/10.58;;Enercon;67.0;58.0;100.8;1000;kW Nennleist. Rotor.;32511968;6032915;13.06.2001 00:00;13.06.2001 00:00;in Betrieb;54156151723;2;13.07.2021;LLUR SH, Abtl. 7;[54.4333, 9.2];4466;('54.44378584364377', '9.18454799330832');1,5386962966944546
Nordfriesland;Winnert;Enercon E-58/10.58;;Enercon;67.0;58.0;100.8;1000;kW Nennleist. Rotor.;32511926;6032741;13.06.2001 00:00;13.06.2001 00:00;in Betrieb;54156151723;3;13.07.2021;LLUR SH, Abtl. 7;[54.4333, 9.2];4466;('54.442223057160156', '9.183893346195065');1,441795319142784
Ostholstein;GrÃÂÃÂ¶mitz;Enercon E66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32627378;6009193;18.05.1999 00:00;22.06.2001 00:00;in Betrieb;55016492744;1;13.07.2021;LLUR SH, Abtl. 7;[54.1441095, 10.9588499];3897;('54.21489346763301', '10.953425768196473');7,886802091281735
Ostholstein;Riepsdorf;Enercon E66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32627833;6009431;09.09.1999 00:00;06.03.2002 00:00;in Betrieb;55036220772;1;13.07.2021;LLUR SH, Abtl. 7;[54.2243085, 10.9714073];5877;('54.21691798114194', '10.960500272081799');1,0876048205001545
Ostholstein;Riepsdorf;Enercon E66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32627590;6009022;09.09.1999 00:00;15.03.2002 00:00;in Betrieb;55036220772;2;13.07.2021;LLUR SH, Abtl. 7;[54.2243085, 10.9714073];5877;('54.21330475447098', '10.9566022063742');1,5597637072782053
Dithmarschen;Kaiser-Wilhelm-Koog;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32497024;5974191;09.02.2001 00:00;01.10.2003 00:00;in Betrieb;51057508570;1;13.07.2021;LLUR SH, Abtl. 7;[53.9432915, 8.9260047];1200;('53.916127646695074', '8.954690254248256');3,5625202726105827
Ostholstein;Schashagen;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624722;6001465;23.01.2002 00:00;25.07.2002 00:00;in Betrieb;55037220880;1;13.07.2021;LLUR SH, Abtl. 7;[54.1340488, 10.8860643];3897;('54.14612881869629', '10.909517621705225');2,0389762037045345
Ostholstein;Schashagen;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624983;6001097;23.01.2002 00:00;26.09.2002 00:00;in Betrieb;55037220880;2;13.07.2021;LLUR SH, Abtl. 7;[54.1340488, 10.8860643];3897;('54.14275977108716', '10.913358664753542');2,0303797057777735
Ostholstein;Schashagen;Enercon E-66;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624853;6001282;23.01.2002 00:00;24.09.2002 00:00;in Betrieb;55037486076;1;13.07.2021;LLUR SH, Abtl. 7;[54.1340488, 10.8860643];3897;('54.144453170998865', '10.911446284687296');2,023130325990609
Schleswig-Flensburg;Alt Bennebek;Enercon E-66;Enercon E-66/1500;Enercon;67.0;66.0;102;1500;kW Nennleist. Rotor.;32529998;6027011;05.01.2000 00:00;30.01.2005 00:00;in Betrieb;59001162081;1;13.07.2021;LLUR SH, Abtl. 7;[54.3782198, 9.4326136];2303;('54.389982160660516', '9.461968767859014');2,313385277716553
Schleswig-Flensburg;Klein Bennebek;Enercon E-66;Enercon E-66/1500;Enercon;67.0;66.0;102.8;1500;kW Nennleist. Rotor.;32529448;6027284;11.12.2000 00:00;03.01.2001 00:00;in Betrieb;59050183871;1;13.07.2021;LLUR SH, Abtl. 7;[54.4018274, 9.4567447];2303;('54.39246772956546', '9.453526127836277');1,0626128510249444
Schleswig-Flensburg;Klein Bennebek;Enercon E-66;Enercon E-66/2000;Enercon;67.0;66.0;102;1500;kW Nennleist. Rotor.;32530019;6027457;05.01.2000 00:00;22.12.2000 00:00;in Betrieb;59050183871;3;13.07.2021;LLUR SH, Abtl. 7;[54.4018274, 9.4567447];2303;('54.393989141124884', '9.462337215364034');0,9450832171248975
Steinburg;Ecklak;Enercon E-66;Enercon E-66/1500;Enercon;64.0;71.0;103;2000;kW Nennleist. Rotor.;32516234;5976914;27.09.2006 00:00;27.06.2007 00:00;in Betrieb;61025500872;4;13.07.2021;LLUR SH, Abtl. 7;[53.9546532, 9.2651303];2429;('53.94035601922183', '9.24730685609891');1,9753081955857437
Dithmarschen;BrunsbÃÂÃÂ¼ttel;Enercon E66 1,5 MW;Enercon E-66/1500;Enercon;68.0;66.0;103;1500;kW Nennleist. Rotor.;32513990;5971806;11.09.1995 00:00;27.03.1997 00:00;in Betrieb;51011515479;1;13.07.2021;LLUR SH, Abtl. 7;[53.8972549, 9.1395423];1200;('53.89451093312681', '9.21288863979036');4,831399447344885
Ostholstein;Lensahn;Enercon E66/15.66;Enercon E-66/1500;Enercon;85.0;66.0;102,0 dB(A);1500;kW Nennleist. Rotor.;32624385;6010372;02.11.1998 00:00;11.09.2001 00:00;in Betrieb;55027492762;1;13.07.2021;LLUR SH, Abtl. 7;[54.2208531, 10.8859981];5877;('54.22621906118208', '10.908042978114091');1,5569741956730878
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101,8 dB(A)/101,8 dB(A);1500;kW Nennleist. Rotor.;32509873;6014160;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;1;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303;('54.27527319292262', '9.151621017336826');1,4877703373914388
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510026;6013866;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;2;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303;('54.27262789874793', '9.153960800789294');1,6351094262896393
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510464;6014010;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;3;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303;('54.27391331984771', '9.160691802280146');1,3221773835053152
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510601;6013797;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;4;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303;('54.271996166768574', '9.16278810713363');1,4967497798734748
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/1500;Enercon;68.0;66.0;101.8;1500;kW Nennleist. Rotor.;32510734;6013589;30.01.1998 00:00;29.01.1999 00:00;in Betrieb;51049491295;5;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303;('54.27012399811316', '9.164822976261146');1,6866859548945268
Dithmarschen;Hennstedt;Enercon E-66/15.66;Enercon E-66/2000;Enercon;64.0;71.0;103;2000;kW Nennleist. Rotor.;32510744;6014018;23.05.2005 00:00;20.06.2006 00:00;in Betrieb;51049491295;6;13.07.2021;LLUR SH, Abtl. 7;[54.2852301, 9.1668592];2303;('54.273979413312', '9.164991927103873');1,2582085745616587
Ostholstein;Lensahn;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103,0 dB(A);1800;kW Nennleist. Rotor.;32624602;6009714;12.05.1999 00:00;14.02.2002 00:00;in Betrieb;55027492761;1;13.07.2021;LLUR SH, Abtl. 7;[54.2208531, 10.8859981];5877;('54.220255794013504', '10.91109659664743');1,6384906049535715
PlÃÂÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32574749;5995126;05.03.2003 00:00;13.08.2003 00:00;in Betrieb;57071534464;1;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564;('54.098869098709045', '10.143077437444084');2,0351356331569024
PlÃÂÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32575147;5995209;05.03.2003 00:00;08.08.2003 00:00;in Betrieb;57071534464;2;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564;('54.099556975158585', '10.14918300811329');2,2248145893687985
PlÃÂÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32574825;5994744;05.03.2003 00:00;21.08.2003 00:00;in Betrieb;57071534464;3;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564;('54.09542541161646', '10.144144908275681');2,3977735469186676
PlÃÂÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32575277;5994849;05.03.2003 00:00;20.08.2003 00:00;in Betrieb;57071534464;4;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564;('54.096303033246016', '10.151081003943167');2,5781958218336753
PlÃÂÃÂ¶n;Schillsdorf;Enercon E66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103 dB(A);1800;kW Nennleist. Rotor.;32574788;5994400;05.03.2003 00:00;13.08.2003 00:00;in Betrieb;57071534464;5;13.07.2021;LLUR SH, Abtl. 7;[54.1140799, 10.1258122];2564;('54.092339610133955', '10.143494244104007');2,6820651354560097
Nordfriesland;Olderup;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32508120;6043039;14.06.2002 00:00;14.06.2002 00:00;in Betrieb;54097327539;1;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919;('54.53484791970223', '9.125489893279875');1,0806228007048777
Nordfriesland;Olderup;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32508163;6042810;10.04.2002 00:00;10.04.2002 00:00;in Betrieb;54097327539;2;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919;('54.532789183818906', '9.126148085361475');1,2261968753128958
Nordfriesland;Olderup;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32508107;6042596;10.04.2002 00:00;10.04.2002 00:00;in Betrieb;54097327539;3;13.07.2021;LLUR SH, Abtl. 7;[54.538708, 9.1101719];4919;('54.530866844212674', '9.125276794555994');1,310683852654502
Nordfriesland;Vollstedt;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;102;1800;kW Nennleist. Rotor.;32503585;6053710;25.07.2003 00:00;31.03.2004 00:00;in Betrieb;54146334435;1;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907;('54.630801014657834', '9.055534422319369');1,167970779823948
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592178;5955841;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;1;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086;('53.74305376771336', '10.397682985277898');2,3812058404979055
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32591991;5955559;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;2;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086;('53.740552843129464', '10.394764531148654');2,1368071972947456
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592112;5956017;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;3;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086;('53.74464690263295', '10.396735016249135');2,3722751282307173
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592661;5955865;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;4;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086;('53.74318380916987', '10.405011428928656');2,855049633474219
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592280;5955684;30.09.2003 00:00;01.04.2004 00:00;in Betrieb;62089483024;5;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086;('53.74162498234409', '10.3991822191741');2,4438740232481426
Stormarn;Lasbek;Enercon E-66/18.70;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32592517;5956005;28.04.2004 00:00;01.07.2004 00:00;in Betrieb;62089483024;6;13.07.2021;LLUR SH, Abtl. 7;[53.7377121, 10.3627378];3086;('53.74446736548795', '10.402870596528848');2,752712342410337
Nordfriesland;Vollstedt;Enercon E-66/18.70-2;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32504126;6053258;27.09.2000 00:00;16.10.2002 00:00;in Betrieb;54146334434;2;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907;('54.626734771955896', '9.063908556899186');1,4465985987048182
Nordfriesland;Vollstedt;Enercon E-66/18.70-2;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32504019;6052897;28.07.2003 00:00;31.03.2004 00:00;in Betrieb;54146334434;3;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907;('54.623491337305076', '9.062246257318483');1,3017309485437882
Nordfriesland;Vollstedt;Enercon E-66/18.70-3;Enercon E-66/1800;Enercon;65.0;70.0;103;1800;kW Nennleist. Rotor.;32503798;6053417;28.07.2003 00:00;31.03.2004 00:00;in Betrieb;54146334434;1;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907;('54.628166274897836', '9.05883015499255');1,1859106543167366
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561154;5978165;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;1;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429;('53.948240919812434', '9.931800290398263');2,0695049929889073
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561131;5978487;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;2;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429;('53.95113738824903', '9.931514379285913');1,9041302275243381
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561093;5978901;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;3;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429;('53.954862411638466', '9.9310182971924');1,748778864050779
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32562031;5979327;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;4;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429;('53.958579158635246', '9.945397296722794');2,6600472325943305
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561846;5979667;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;5;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429;('53.961656807729725', '9.942647116855817');2,513020294908493
Segeberg;Wiemersdorf;Enercon E66/1870;Enercon E-66/1800;Enercon;64.8;70.0;101;1800;kW Nennleist. Rotor.;32561679;5979986;28.07.2000 00:00;11.07.2001 00:00;in Betrieb;60099491964;6;13.07.2021;LLUR SH, Abtl. 7;[53.9579236, 9.9048886];2429;('53.96454352569202', '9.94016661913946');2,4299386834630123
Dithmarschen;Friedrichsgabekoog;Enercon E-66/20.70;Enercon E-66/2000;Enercon;65.0;70.0;101.5;2000;kW Nennleist. Rotor.;32495574;6001488;18.12.2003 00:00;12.07.2004 00:00;in Betrieb;51033433940;9;13.07.2021;LLUR SH, Abtl. 7;[54.1537436, 8.936473];788;('54.161458704052336', '8.932215978655163');0,9026606518286286
Nordfriesland;Vollstedt;Enercon E-66/20.70;Enercon E-66/2000;Enercon;64.0;70.0;101.5;2000;kW Nennleist. Rotor.;32501879;6053569;05.12.2005 00:00;05.04.2007 00:00;in Betrieb;54146136705;3;13.07.2021;LLUR SH, Abtl. 7;[54.6237779, 9.0420991];2907;('54.62954308623089', '9.029106263774416');1,0564373011865191
Rendsburg-EckernfÃÂÃÂ¶rde;Beldorf;Enercon E66-15/66;Enercon E-66/1500;Enercon;67.0;66.0;102 dB(A);1500;kW Nennleist. Rotor.;32524010;5996557;05.08.2002 00:00;29.11.2002 00:00;in Betrieb;58013520010;2;13.07.2021;LLUR SH, Abtl. 7;[54.1333, 9.35];2429;('54.11659895038996', '9.367315837352143');2,1765418167039456
Rendsburg-EckernfÃÂÃÂ¶rde;Beldorf;Enercon E66-15/66;Enercon E-66/1500;Enercon;67.0;66.0;102 dB(A);1500;kW Nennleist. Rotor.;32524087;5996382;05.08.2002 00:00;25.11.2002 00:00;in Betrieb;58013520010;3;13.07.2021;LLUR SH, Abtl. 7;[54.1333, 9.35];2429;('54.11502252750433', '9.368479841537798');2,3661462027745865
Rendsburg-EckernfÃÂÃÂ¶rde;Beldorf;Enercon E66-18/70;Enercon E-66/1800;Enercon;65.0;70.0;103,4 dB(A) / 100,5 dB(A);1800;kW Nennleist. Rotor.;32523824;5996706;05.08.2002 00:00;08.12.2002 00:00;in Betrieb;58013520010;5;13.07.2021;LLUR SH, Abtl. 7;[54.1333, 9.35];2429;('54.11794674616399', '9.364482137687135');1,953689202264256
Dithmarschen;Oesterwurth;Enercon E70;Enercon E-70 E4/2300;Enercon;113.5;71.0;105,5 dB(A)/104,5 dB(A);2300;kW Nennleist. Rotor.;32496575;6005562;16.12.2016 00:00;14.12.2017 00:00;in Betrieb;51140000005;1;13.07.2021;LLUR SH, Abtl. 7;[54.2167, 8.98333];788;('54.1980820154659', '8.947499889988519');3,1241582349681045
Nordfriesland;HÃÂÃÂ¶gel;Enercon E70;Enercon E-70 E4/2300;Enercon;64.0;71.0;105,5/103,0;2300;kW Nennleist. Rotor.;32503505;6054166;19.05.2015 00:00;17.12.2015 00:00;in Betrieb;54045062011;8;13.07.2021;LLUR SH, Abtl. 7;[54.6434203, 9.0593395];2907;('54.63489963237336', '9.05430062019856');1,0027417652630044
Dithmarschen;Kronprinzenkoog;Enercon E-70;Enercon E-70 E4/2300;Enercon;64.0;71.0;98.5;2000;kW Nennleist. Rotor.;32496875;5979878;20.10.2004 00:00;20.10.2004 00:00;in Betrieb;51062493837;1;13.07.2021;LLUR SH, Abtl. 7;[53.9708971, 8.9609516];1200;('53.9672415365039', '8.952363526548217');0,6951128806871427
Dithmarschen;Norddeich;Enercon E-70;Enercon E-70 E4/2300;Enercon;64.0;71.0;98.7;2300;kW Nennleist. Rotor.;32494594;6008734;16.10.2007 00:00;04.06.2009 00:00;in Betrieb;51079491876;1;13.07.2021;LLUR SH, Abtl. 7;[54.2176341, 8.9001752];788;('54.22657358898691', '8.917077078610598');1,485094014521957
Dithmarschen;SÃÂÃÂ¼derdeich;Enercon E-70;Enercon E-70 E4/2300;Enercon;64.0;71.0;104,5 dB(A)/97,5 dB(A);2300;kW Nennleist. Rotor.;32495033;6004758;14.03.2008 00:00;31.05.2010 00:00;in Betrieb;51109505148;1;13.07.2021;LLUR SH, Abtl. 7;[54.199932, 8.9115569];788;('54.19084335347732', '8.923876642909574');1,292278684958819
Dithmarschen;SÃÂÃÂ¼derdeich;Enercon E-70;Enercon E-70 E4/2300;Enercon;85.0;71.0;104,5 dB(A)/101,8 dB(A);2300;kW Nennleist. Rotor.;32494935;6004580;01.06.2015 00:00;11.03.2016 00:00;in Betrieb;51109505158;1;13.07.2021;LLUR SH, Abtl. 7;[54.199932, 8.9115569];788;('54.18924259814212', '8.92237771102494');1,3836526941781326
