ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor;Wetter-ID_Head;besetze Fläche;freieVor in ha
PR3_LAU_041;Herzogtum Lauenburg;Herzogtum Lauenburg;Breitenfelde;Breitenfelde;82,7;31,8;-;-;[53.6072865, 10.6352046];[53.6072865, 10.6352046];3086;0,0;31,8
PR3_LAU_042;Herzogtum Lauenburg;Herzogtum Lauenburg;Breitenfelde,Woltersdorf;Breitenfelde,Woltersdorf;155,8;75,4;-;-;[53.592493, 10.6369881];[53.592493, 10.6369881];3086;0,0;75,4
PR3_LAU_043;Herzogtum Lauenburg;-;Gudow,Lehmrade;-;93,7;0,0;-;-;[53.5745797, 10.7586082];[0, 0];3086;0,0;0,0
PR3_LAU_044;Herzogtum Lauenburg;-;Klein Zecher;-;48,6;0,0;-;-;[53.5781131, 10.8735174];[0, 0];3086;0,0;0,0
PR3_LAU_045;Herzogtum Lauenburg;-;Gudow,Hollenbek;-;283,2;0,0;-;-;[53.5732664, 10.7934759];[0, 0];3086;0,0;0,0
PR3_LAU_046;Herzogtum Lauenburg;-;Besenthal,Gudow;-;95,7;0,0;-;-;[53.5425742, 10.7540471];[0, 0];3086;0,0;0,0
PR3_LAU_047;Herzogtum Lauenburg;-;Besenthal,GÃ¶ttin;-;123,5;0,0;-;-;[53.5307997, 10.7220814];[0, 0];3086;0,0;0,0
PR3_LAU_048;Herzogtum Lauenburg;-;Elmenhorst,GroÃ Pampau,Kankelau,Sahms;-;92,4;0,0;-;-;[53.5347986, 10.5487183];[0, 0];3086;0,0;0,0
PR3_LAU_049;Herzogtum Lauenburg;-;Roseburg;-;40,1;0,0;-;-;[53.5314978, 10.6265906];[0, 0];3086;0,0;0,0
PR3_LAU_050;Herzogtum Lauenburg;-;Roseburg;-;34,7;0,0;-;-;[53.5314978, 10.6265906];[0, 0];3086;0,0;0,0
PR3_LAU_052;Herzogtum Lauenburg;-;Klein Pampau,Siebeneichen;-;38,3;0,0;-;-;[53.5107627, 10.5988946];[0, 0];3086;0,0;0,0
PR3_LAU_053;Herzogtum Lauenburg;-;Fitzen;-;18,8;0,0;-;-;[53.4957965, 10.6485605];[0, 0];3086;0,0;0,0
PR3_LAU_054;Herzogtum Lauenburg;-;Brunstorf,Dassendorf;-;114,0;0,0;-;-;[53.4915422, 10.3997872];[0, 0];1975;0,0;0,0
PR3_LAU_055;Herzogtum Lauenburg;-;Brunstorf,Dassendorf,Worth;-;96,2;0,0;-;-;[53.48383, 10.4029283];[0, 0];1975;0,0;0,0
PR3_LAU_056;Herzogtum Lauenburg;-;BÃ¼chen,Schulendorf;-;30,7;0,0;-;-;[53.4781777, 10.5885887];[0, 0];3086;0,0;0,0
PR3_LAU_057;Herzogtum Lauenburg;-;BrÃ¶then;-;54,1;0,0;-;-;[53.4795325, 10.6661394];[0, 0];3086;0,0;0,0
PR3_LAU_058;Herzogtum Lauenburg;-;Hohenhorn;-;17,0;0,0;-;-;[53.4762046, 10.3687668];[0, 0];1975;0,0;0,0
PR3_LAU_059;Herzogtum Lauenburg;-;Schulendorf;-;96,1;0,0;-;-;[53.4730525, 10.5604815];[0, 0];3086;0,0;0,0
PR3_LAU_060;Herzogtum Lauenburg;-;Schulendorf;-;25,9;0,0;-;-;[53.4730525, 10.5604815];[0, 0];3086;0,0;0,0
PR3_LAU_061;Herzogtum Lauenburg;-;Witzeeze;-;23,3;0,0;-;-;[53.4515894, 10.6090961];[0, 0];3086;0,0;0,0
PR3_LAU_062;Herzogtum Lauenburg;Herzogtum Lauenburg;Hamwarde,Kollow,Wiershop;Hamwarde;73,6;19,1;-;-;[53.452575, 10.4443368];[53.4526247, 10.4219226];1975;0,0;19,1
PR3_LAU_063;Herzogtum Lauenburg;Herzogtum Lauenburg;Basedow,Dalldorf,LÃ¼tau,Wangelau,Witzeeze;Wangelau,Witzeeze;484,2;99,7;WKA in Betrieb;WKA in Betrieb;[53.43884, 10.5797059];[53.4531107, 10.5777874];3086;83,261;16,439000000000007
PR3_LAU_064;Herzogtum Lauenburg;-;GÃ¼lzow,Kollow,Wiershop;-;150,3;0,0;-;-;[53.4489931, 10.4671668];[0, 0];1975;0,0;0,0
PR3_LAU_065;Herzogtum Lauenburg;-;GÃ¼lzow,LÃ¼tau,Wangelau;-;115,5;0,0;-;-;[53.4437259, 10.5283893];[0, 0];1975;0,0;0,0
PR3_LAU_066;Herzogtum Lauenburg;-;Juliusburg;-;57,2;0,0;-;-;[53.4167052, 10.5048014];[0, 0];1975;0,0;0,0
PR3_LAU_067;Herzogtum Lauenburg;Herzogtum Lauenburg;Basedow,Juliusburg,KrÃ¼zen,LÃ¼tau;Basedow,LÃ¼tau;222,7;200,9;WKA in Betrieb;WKA in Betrieb;[53.4181197, 10.5410412];[53.4267943, 10.5663039];1975;46,128;154,772
PR3_LAU_068;Herzogtum Lauenburg;-;Juliusburg,Krukow,Schnakenbek;-;200,7;0,0;-;-;[53.4074466, 10.4962495];[0, 0];1975;0,0;0,0
PR3_LAU_069;Herzogtum Lauenburg;-;KrÃ¼zen;-;45,5;0,0;-;-;[53.4021848, 10.5267557];[0, 0];1975;0,0;0,0
PR3_LAU_070;Herzogtum Lauenburg;-;Buchhorst,Lanze;-;67,3;0,0;-;-;[53.3874213, 10.5872014];[0, 0];3086;0,0;0,0
PR3_LAU_071;Herzogtum Lauenburg;-;Schnakenbek;-;26,4;0,0;-;-;[53.3860198, 10.5023203];[0, 0];1975;0,0;0,0
PR3_LAU_301;Herzogtum Lauenburg;-;GroÃ Sarau,Klempau;-;73,2;0,0;-;-;[53.7673386, 10.6979309];[0, 0];3086;0,0;0,0
PR3_LAU_302;Herzogtum Lauenburg;-;GroÃ Sarau,Klempau,Pogeez;-;98,1;0,0;-;-;[53.7618428, 10.7084569];[0, 0];3086;0,0;0,0
PR3_LAU_303;Herzogtum Lauenburg;-;SchÃ¶nberg;-;22,1;0,0;-;-;[53.6781808, 10.4318363];[0, 0];3086;0,0;0,0
PR3_LAU_304;Herzogtum Lauenburg;-;SchÃ¶nberg;-;22,6;0,0;-;-;[53.6781808, 10.4318363];[0, 0];3086;0,0;0,0
PR3_LAU_305;Herzogtum Lauenburg;-;Linau;-;21,5;0,0;-;-;[53.646657, 10.4710765];[0, 0];3086;0,0;0,0
PR3_LAU_306;Herzogtum Lauenburg;-;Fuhlenhagen,Talkau;-;24,2;0,0;-;-;[53.5753241, 10.5476714];[0, 0];3086;0,0;0,0
PR3_LAU_307;Herzogtum Lauenburg;-;Fuhlenhagen,Schretstaken;-;31,1;0,0;-;-;[53.5814667, 10.5427652];[0, 0];3086;0,0;0,0
PR3_LAU_308;Herzogtum Lauenburg;-;Basthorst,Hamfelde,MÃ¼hlenrade;-;28,9;0,0;-;-;[53.5902543, 10.4669547];[0, 0];3086;0,0;0,0
PR3_LAU_309;Herzogtum Lauenburg;-;Kasseburg,KuddewÃ¶rde;-;98,3;0,0;-;-;[53.5770026, 10.4094165];[0, 0];1975;0,0;0,0
PR3_LAU_310;Herzogtum Lauenburg;-;Basthorst,Kasseburg,KuddewÃ¶rde,MÃ¶hnsen;-;51,9;0,0;-;-;[53.5728382, 10.4399399];[0, 0];1975;0,0;0,0
PR3_LAU_311;Herzogtum Lauenburg;-;Basthorst,Havekost,MÃ¶hnsen;-;95,8;0,0;-;-;[53.5594752, 10.4723722];[0, 0];3086;0,0;0,0
PR3_LAU_312;Herzogtum Lauenburg;-;Kasseburg,MÃ¶hnsen;-;30,9;0,0;-;-;[53.5640134, 10.4416197];[0, 0];1975;0,0;0,0
PR3_LAU_313;Herzogtum Lauenburg;-;Grove,Havekost;-;24,4;0,0;-;-;[53.5344877, 10.4854717];[0, 0];3086;0,0;0,0
PR3_LAU_314;Herzogtum Lauenburg;-;Sahms;-;19,2;0,0;-;-;[53.5212805, 10.5324365];[0, 0];3086;0,0;0,0
PR3_LAU_315;Herzogtum Lauenburg;-;MÃ¼ssen;-;72,4;0,0;-;-;[53.4953546, 10.5641674];[0, 0];3086;0,0;0,0
PR3_LAU_316;Herzogtum Lauenburg;-;MÃ¼ssen;-;35,1;0,0;-;-;[53.4953546, 10.5641674];[0, 0];3086;0,0;0,0
PR3_LAU_317;Herzogtum Lauenburg;-;GÃ¼lzow,MÃ¼ssen;-;39,8;0,0;-;-;[53.4686167, 10.5272901];[0, 0];3086;0,0;0,0
PR3_LAU_318;Herzogtum Lauenburg;-;Brunstorf;-;65,1;0,0;-;-;[53.4930155, 10.4245876];[0, 0];1975;0,0;0,0
PR3_LAU_319;Herzogtum Lauenburg;-;Kollow;-;26,2;0,0;-;-;[53.4635666, 10.4590996];[0, 0];1975;0,0;0,0
PR3_LAU_320;Herzogtum Lauenburg;-;Worth;-;43,6;0,0;-;-;[53.4684056, 10.4092105];[0, 0];1975;0,0;0,0
PR3_LAU_402;Herzogtum Lauenburg;-;GroÃ Schenkenberg;-;19,4;0,0;-;-;[53.7933405, 10.5667695];[0, 0];3086;0,0;0,0
PR3_LAU_403;Herzogtum Lauenburg;-;Geesthacht,Wiershop;-;27,9;0,0;-;-;[53.4406229, 10.4101209];[0, 0];1975;0,0;0,0
PR3_LAU_404;Herzogtum Lauenburg;-;Krummesse,LÃ¼beck,Hansestadt;-;67,0;0,0;-;-;[53.7954438, 10.6826251];[0, 0];3086;0,0;0,0
PR3_LAU_501;Herzogtum Lauenburg;-;KrÃ¼zen;-;18,8;0,0;-;-;[53.4021848, 10.5267557];[0, 0];1975;0,0;0,0
PR1_NFL_002;Nordfriesland;Nordfriesland;EllhÃ¶ft,SÃ¼derlÃ¼gum;EllhÃ¶ft,SÃ¼derlÃ¼gum;219,3;171,4;WKA in Betrieb;WKA in Betrieb;[54.8797942, 8.9304493];[54.8797942, 8.9304493];2907;38,307;133,09300000000002
PR1_NFL_003;Nordfriesland;Nordfriesland;EllhÃ¶ft,Westre;EllhÃ¶ft,Westre;238,9;186,5;-;-;[54.8706236, 8.9696339];[54.8706236, 8.9696339];2907;0,0;186,5
PR1_NFL_006;Nordfriesland;Nordfriesland;EllhÃ¶ft,SÃ¼derlÃ¼gum;SÃ¼derlÃ¼gum;49,2;31,0;WKA in Betrieb;WKA in Betrieb;[54.8797942, 8.9304493];[54.8725632, 8.9073837];2907;0,0;31,0
PR1_NFL_009;Nordfriesland;Nordfriesland;Friedrich-Wilhelm-LÃ¼bke-Koog,KlanxbÃ¼ll;Friedrich-Wilhelm-LÃ¼bke-Koog,KlanxbÃ¼ll;41,2;41,2;WKA in Betrieb;WKA in Betrieb;[54.8622866, 8.6540733];[54.8622866, 8.6540733];2907;137,346;-96,146
PR1_NFL_014;Nordfriesland;Nordfriesland;Friedrich-Wilhelm-LÃ¼bke-Koog,KlanxbÃ¼ll;Friedrich-Wilhelm-LÃ¼bke-Koog,KlanxbÃ¼ll;42,3;42,3;WKA in Betrieb;WKA in Betrieb;[54.8622866, 8.6540733];[54.8622866, 8.6540733];2907;137,346;-95,046
PR1_NFL_017;Nordfriesland;-;Karlum,Lexgaard,Westre;-;52,5;0,0;-;-;[54.8383166, 8.9654483];[0, 0];2907;0,0;0,0
PR1_NFL_018;Nordfriesland;Nordfriesland;EmmelsbÃ¼ll-HorsbÃ¼ll;EmmelsbÃ¼ll-HorsbÃ¼ll;18,8;15,2;-;-;[54.8129862, 8.7001092];[54.8129862, 8.7001092];2907;0,0;15,2
PR1_NFL_019;Nordfriesland;Nordfriesland;Karlum;Karlum;40,2;34,7;WKA in Betrieb;WKA in Betrieb;[54.8289475, 8.973064];[54.8289475, 8.973064];2907;0,0;34,7
PR1_NFL_022;Nordfriesland;-;Karlum,Lexgaard;-;19,4;0,0;-;-;[54.8303638, 8.955296];[0, 0];2907;0,0;0,0
PR1_NFL_024;Nordfriesland;-;EmmelsbÃ¼ll-HorsbÃ¼ll;-;36,6;0,0;-;-;[54.8129862, 8.7001092];[0, 0];2907;0,0;0,0
PR1_NFL_025;Nordfriesland;Nordfriesland;Lexgaard,Tinningstedt;Lexgaard,Tinningstedt;33,7;33,7;WKA in Betrieb;WKA in Betrieb;[54.8225247, 8.9341432];[54.8225247, 8.9341432];2907;58,165;-24,464999999999996
PR1_NFL_026;Nordfriesland;Nordfriesland;Braderup,KlixbÃ¼ll,Lexgaard,Tinningstedt;Braderup,KlixbÃ¼ll,Lexgaard,Tinningstedt;170,8;149,1;WKA in Betrieb;WKA in Betrieb;[54.820784, 8.9124162];[54.820784, 8.9124162];2907;155,68;-6,5800000000000125
PR1_NFL_028;Nordfriesland;Nordfriesland;EmmelsbÃ¼ll-HorsbÃ¼ll,NiebÃ¼ll;EmmelsbÃ¼ll-HorsbÃ¼ll,NiebÃ¼ll;147,2;144,2;-;-;[54.799898, 8.7629726];[54.799898, 8.7629726];2907;0,0;144,2
PR1_NFL_029;Nordfriesland;Nordfriesland;Achtrup,Karlum,Ladelund;Achtrup,Karlum;125,2;64,1;-;-;[54.8199845, 9.0079982];[54.8101518, 9.0000453];2907;0,0;64,1
PR1_NFL_031;Nordfriesland;Nordfriesland;BosbÃ¼ll,KlixbÃ¼ll;BosbÃ¼ll,KlixbÃ¼ll;177,1;33,8;WKA in Betrieb;WKA in Betrieb;[54.8127114, 8.8756422];[54.8127114, 8.8756422];2907;71,89;-38,09
PR1_NFL_032;Nordfriesland;Nordfriesland;NiebÃ¼ll;NiebÃ¼ll;69,6;54,0;WKA in Betrieb;WKA in Betrieb;[54.7868097, 8.8258359];[54.7868097, 8.8258359];2907;0,0;54,0
PR1_NFL_033;Nordfriesland;-;Achtrup;-;31,7;0,0;-;-;[54.7913561, 9.0270266];[0, 0];2907;0,0;0,0
PR1_NFL_035;Nordfriesland;Nordfriesland;GalmsbÃ¼ll;GalmsbÃ¼ll;305,2;171,8;WKA in Betrieb;WKA in Betrieb;[54.7709084, 8.7461668];[54.7709084, 8.7461668];2907;32,448;139,352
PR1_NFL_036;Nordfriesland;Nordfriesland;Achtrup;Achtrup;48,8;48,8;-;-;[54.7913561, 9.0270266];[54.7913561, 9.0270266];2907;0,0;48,8
PR1_NFL_037;Nordfriesland;-;GalmsbÃ¼ll;-;29,9;0,0;-;-;[54.7709084, 8.7461668];[0, 0];2907;0,0;0,0
PR1_NFL_038;Nordfriesland;Nordfriesland;Achtrup,Holt,Schafflund,SprakebÃ¼ll;Achtrup,Holt,Schafflund,SprakebÃ¼ll;752,2;514,3;WKA in Betrieb;-;[54.7685336, 9.0521778];[54.7685336, 9.0521778];2907;0,0;514,3
PR1_NFL_039;Nordfriesland;Nordfriesland;GalmsbÃ¼ll;GalmsbÃ¼ll;172,0;116,0;-;-;[54.7709084, 8.7461668];[54.7709084, 8.7461668];2907;0,0;116,0
PR1_NFL_040;Nordfriesland;Nordfriesland;KlixbÃ¼ll,Leck;KlixbÃ¼ll,Leck;45,5;32,6;-;-;[54.7880023, 8.9312613];[54.7880023, 8.9312613];2907;0,0;32,6
PR1_NFL_043;Nordfriesland;Nordfriesland;KlixbÃ¼ll,Risum-Lindholm;KlixbÃ¼ll,Risum-Lindholm;310,6;303,4;WKA in Betrieb;WKA in Betrieb;[54.7806291, 8.8798847];[54.7806291, 8.8798847];2907;56,786;246,61399999999998
PR1_NFL_044;Nordfriesland;-;Leck,SprakebÃ¼ll,Stadum;-;92,9;0,0;-;-;[54.7625865, 9.0334872];[0, 0];2907;0,0;0,0
PR1_NFL_045;Nordfriesland;Nordfriesland;GalmsbÃ¼ll;GalmsbÃ¼ll;71,9;28,5;WKA in Betrieb;WKA in Betrieb;[54.7709084, 8.7461668];[54.7709084, 8.7461668];2907;32,448;-3,9480000000000004
PR1_NFL_046;Nordfriesland;Nordfriesland;Leck;Leck;127,9;97,7;-;-;[54.7739263, 8.9725059];[54.7739263, 8.9725059];2907;0,0;97,7
PR1_NFL_047;Nordfriesland;Nordfriesland;DagebÃ¼ll,GalmsbÃ¼ll;GalmsbÃ¼ll;215,4;29,7;WKA in Betrieb;WKA in Betrieb;[54.7441058, 8.7633054];[54.7709084, 8.7461668];2907;32,448;-2,748000000000001
PR1_NFL_048;Nordfriesland;Nordfriesland;SprakebÃ¼ll;SprakebÃ¼ll;50,2;50,2;-;-;[54.774857, 9.0770564];[54.774857, 9.0770564];2907;0,0;50,2
PR1_NFL_049;Nordfriesland;Nordfriesland;Risum-Lindholm,Stedesand;Stedesand;41,4;20,4;-;WKA in Betrieb;[54.7488406, 8.8977251];[54.7385016, 8.9256975];2907;0,0;20,4
PR1_NFL_050;Nordfriesland;-;SprakebÃ¼ll,Stadum;-;62,5;0,0;-;-;[54.7569166, 9.0639778];[0, 0];2907;0,0;0,0
PR1_NFL_051;Nordfriesland;-;GalmsbÃ¼ll;-;45,8;0,0;-;-;[54.7709084, 8.7461668];[0, 0];2907;0,0;0,0
PR1_NFL_052;Nordfriesland;-;GalmsbÃ¼ll;-;122,5;0,0;-;-;[54.7709084, 8.7461668];[0, 0];2907;0,0;0,0
PR1_NFL_053;Nordfriesland;-;Risum-Lindholm;-;60,1;0,0;-;-;[54.7591797, 8.8697526];[0, 0];2907;0,0;0,0
PR1_NFL_054;Nordfriesland;-;HÃ¶rup,Stadum;-;49,1;0,0;-;-;[54.7389763, 9.0508992];[0, 0];2907;0,0;0,0
PR1_NFL_056;Nordfriesland;Nordfriesland;DagebÃ¼ll,Risum-Lindholm;DagebÃ¼ll,Risum-Lindholm;99,4;99,4;WKA in Betrieb;WKA in Betrieb;[54.7382415, 8.8250983];[54.7382415, 8.8250983];2907;0,0;99,4
PR1_NFL_057;Nordfriesland;Nordfriesland;DagebÃ¼ll,GalmsbÃ¼ll,Risum-Lindholm;Risum-Lindholm;90,2;64,8;WKA in Betrieb;WKA in Betrieb;[54.7491305, 8.7987878];[54.7591797, 8.8697526];2907;0,0;64,8
PR1_NFL_060;Nordfriesland;Nordfriesland;Enge-Sande,Stadum;Enge-Sande,Stadum;85,5;81,7;-;-;[54.7356366, 9.0082989];[54.7356366, 9.0082989];2907;0,0;81,7
PR1_NFL_062;Nordfriesland;Nordfriesland;Enge-Sande;Enge-Sande;40,7;40,7;-;-;[54.7322969, 8.9656986];[54.7322969, 8.9656986];2907;0,0;40,7
PR1_NFL_067;Nordfriesland;-;Goldelund,Lindewitt;-;35,5;0,0;-;-;[54.6788605, 9.1088592];[0, 0];2907;0,0;0,0
PR1_NFL_069;Nordfriesland;Nordfriesland;Goldebek,Goldelund,Lindewitt;Goldebek,Goldelund,Lindewitt;202,9;95,0;WKA in Betrieb;WKA in Betrieb;[54.6790823, 9.1273902];[54.6790823, 9.1273902];2907;29,823;65,17699999999999
PR1_NFL_071;Nordfriesland;-;Goldelund,LÃ¼tjenholm;-;50,8;0,0;-;-;[54.6814172, 9.0670585];[0, 0];2907;0,0;0,0
PR1_NFL_072;Nordfriesland;Nordfriesland;Goldebek,Lindewitt;Goldebek,Lindewitt;391,6;293,0;-;-;[54.679304, 9.1459212];[54.679304, 9.1459212];2907;0,0;293,0
PR1_NFL_073;Nordfriesland;Nordfriesland;Langenhorn;Langenhorn;132,1;132,1;-;-;[54.6667, 8.91667];[54.6667, 8.91667];2907;0,0;132,1
PR1_NFL_074;Nordfriesland;Nordfriesland;HÃ¶gel,LÃ¼tjenholm;LÃ¼tjenholm;61,9;41,1;WKA in Betrieb;WKA in Betrieb;[54.6636972, 9.0422986];[54.683974, 9.0252578];2907;16,224;24,876
PR1_NFL_075;Nordfriesland;-;Bordelum;-;59,6;0,0;-;-;[54.6333, 8.93333];[0, 0];2907;0,0;0,0
PR1_NFL_076;Nordfriesland;-;Langenhorn;-;34,2;0,0;-;-;[54.6667, 8.91667];[0, 0];2907;0,0;0,0
PR1_NFL_077;Nordfriesland;-;Goldebek,Joldelund;-;16,4;0,0;-;-;[54.6645246, 9.1417285];[0, 0];2907;0,0;0,0
PR1_NFL_079;Nordfriesland;-;HÃ¶gel;-;34,8;0,0;-;-;[54.6434203, 9.0593395];[0, 0];2907;0,0;0,0
PR1_NFL_080;Nordfriesland;Nordfriesland;Bordelum,Langenhorn;Bordelum,Langenhorn;263,1;263,1;WKA in Betrieb;WKA in Betrieb;[54.65, 8.925];[54.65, 8.925];2907;0,0;263,1
PR1_NFL_081;Nordfriesland;-;Goldebek,Goldelund,Joldelund;-;144,6;0,0;-;-;[54.6693032, 9.130772];[0, 0];2907;0,0;0,0
PR1_NFL_082;Nordfriesland;Nordfriesland;Joldelund,LÃ¶wenstedt;Joldelund,LÃ¶wenstedt;210,3;155,7;WKA in Betrieb;WKA in Betrieb;[54.6360638, 9.1553344];[54.6360638, 9.1553344];2907;23,786;131,914
PR1_NFL_084;Nordfriesland;Nordfriesland;Ockholm,ReuÃenkÃ¶ge;ReuÃenkÃ¶ge;88,8;16,6;-;-;[54.6354692, 8.8736852];[54.6054055, 8.9194551];4919;0,0;16,6
PR1_NFL_085;Nordfriesland;Nordfriesland;Janneby,JÃ¶rl,Lindewitt,LÃ¶wenstedt;JÃ¶rl,Lindewitt,LÃ¶wenstedt;540,9;287,5;-;-;[54.6220797, 9.2075929];[54.6220797, 9.2075929];2907;0,0;287,5
PR1_NFL_086;Nordfriesland;Nordfriesland;Bordelum,HÃ¶gel,SÃ¶nnebÃ¼ll,Vollstedt;Bordelum,HÃ¶gel,SÃ¶nnebÃ¼ll,Vollstedt;132,0;132,0;WKA in Betrieb;WKA in Betrieb;[54.6321097, 9.0077581];[54.6321097, 9.0077581];2907;96,543;35,456999999999994
PR1_NFL_087;Nordfriesland;Nordfriesland;Bordelum,Langenhorn,ReuÃenkÃ¶ge;Bordelum,Langenhorn,ReuÃenkÃ¶ge;517,8;517,8;-;-;[54.6351352, 8.9231517];[54.6351352, 8.9231517];2907;0,0;517,8
PR1_NFL_089;Nordfriesland;Nordfriesland;HÃ¶gel,Vollstedt;HÃ¶gel,Vollstedt;144,0;110,5;-;-;[54.6335991, 9.0507193];[54.6335991, 9.0507193];2907;0,0;110,5
PR1_NFL_090;Nordfriesland;Nordfriesland;Drelsdorf,HÃ¶gel,Joldelund,Kolkerheide,LÃ¶wenstedt,Vollstedt;Drelsdorf,HÃ¶gel,Joldelund,Vollstedt;477,1;197,8;-;-;[54.6285483, 9.0968922];[54.6305009, 9.0707391];2907;0,0;197,8
PR1_NFL_091;Nordfriesland;Nordfriesland;Breklum,SÃ¶nnebÃ¼ll;Breklum,SÃ¶nnebÃ¼ll;18,3;18,3;WKA in Betrieb;WKA in Betrieb;[54.6168689, 8.9891959];[54.6168689, 8.9891959];2907;0,0;18,3
PR1_NFL_093;Nordfriesland;-;Drelsdorf,Joldelund,Kolkerheide,Norstedt;-;71,7;0,0;-;-;[54.6174831, 9.1085191];[0, 0];2907;0,0;0,0
PR1_NFL_094;Nordfriesland;Nordfriesland;Bordelum,ReuÃenkÃ¶ge;ReuÃenkÃ¶ge;400,4;303,4;-;-;[54.6193528, 8.9263926];[54.6054055, 8.9194551];4919;0,0;303,4
PR1_NFL_095;Nordfriesland;Nordfriesland;ReuÃenkÃ¶ge;ReuÃenkÃ¶ge;133,5;120,7;WKA in Betrieb;WKA in Betrieb;[54.6054055, 8.9194551];[54.6054055, 8.9194551];4919;219,672;-98,972
PR1_NFL_096;Nordfriesland;Nordfriesland;Haselund,LÃ¶wenstedt,Norstedt,ViÃ¶l;Haselund,LÃ¶wenstedt,Norstedt,ViÃ¶l;510,9;362,7;WKA in Betrieb;WKA in Betrieb;[54.5939705, 9.1641951];[54.5939705, 9.1641951];2907;38,988;323,712
PR1_NFL_097;Nordfriesland;Nordfriesland;Almdorf,Struckum;Almdorf,Struckum;16,0;16,0;WKA in Betrieb;WKA in Betrieb;[54.585038, 9.0038286];[54.585038, 9.0038286];4919;9,6;6,4
PR1_NFL_098;Nordfriesland;-;Drelsdorf;-;23,1;0,0;-;-;[54.6050604, 9.043982];[0, 0];2907;0,0;0,0
PR1_NFL_099;Nordfriesland;-;Behrendorf,Haselund,Sollwitt,ViÃ¶l;-;92,0;0,0;-;-;[54.5806189, 9.2015989];[0, 0];2907;0,0;0,0
PR1_NFL_100;Nordfriesland;Nordfriesland;Bredstedt,Breklum,ReuÃenkÃ¶ge,Struckum;Breklum,ReuÃenkÃ¶ge,Struckum;349,1;280,8;WKA in Betrieb;WKA in Betrieb;[54.605553, 8.9648669];[54.5995264, 8.965128];4919;130,894;149,906
PR1_NFL_101;Nordfriesland;Nordfriesland;Bohmstedt;Bohmstedt;15,2;15,2;-;-;[54.5806259, 9.0430643];[54.5806259, 9.0430643];4919;0,0;15,2
PR1_NFL_102;Nordfriesland;Nordfriesland;Behrendorf,Bondelum,Sollwitt,SÃ¼derhackstedt;Behrendorf,Sollwitt,SÃ¼derhackstedt;261,7;98,8;WKA in Betrieb;WKA in Betrieb;[54.5729371, 9.2386174];[54.5785999, 9.2250214];1379;188,15;-89,35000000000001
PR1_NFL_103;Nordfriesland;Nordfriesland;ReuÃenkÃ¶ge;ReuÃenkÃ¶ge;115,1;115,1;-;-;[54.6054055, 8.9194551];[54.6054055, 8.9194551];4919;0,0;115,1
PR1_NFL_104;Nordfriesland;Nordfriesland;Behrendorf;Behrendorf;92,1;87,3;WKA in Betrieb;WKA in Betrieb;[54.5641379, 9.221027];[54.5641379, 9.221027];4919;50,414;36,885999999999996
PR1_NFL_107;Nordfriesland;Nordfriesland;Bondelum,Sollerup,Treia;Bondelum,Sollerup;80,0;41,7;-;-;[54.5616116, 9.2658095];[54.5616116, 9.2658095];1379;0,0;41,7
PR1_NFL_110;Nordfriesland;-;AhrenviÃ¶lfeld,Bondelum;-;63,8;0,0;-;-;[54.5475384, 9.2707179];[0, 0];1379;0,0;0,0
PR1_NFL_111;Nordfriesland;Nordfriesland;AhrenviÃ¶lfeld,Bondelum,Treia;AhrenviÃ¶lfeld,Bondelum,Treia;133,5;124,2;WKA in Betrieb;WKA in Betrieb;[54.5475384, 9.2707179];[54.5475384, 9.2707179];1379;0,0;124,2
PR1_NFL_112;Nordfriesland;Nordfriesland;AhrenviÃ¶l,AhrenviÃ¶lfeld;AhrenviÃ¶l,AhrenviÃ¶lfeld;90,0;78,0;-;-;[54.5316718, 9.2406795];[54.5316718, 9.2406795];4919;0,0;78,0
PR1_NFL_113;Nordfriesland;Nordfriesland;Arlewatt,Horstedt,Olderup,Schwesing;Arlewatt,Horstedt,Olderup,Schwesing;116,4;82,8;WKA in Betrieb;WKA in Betrieb;[54.5248761, 9.0980756];[54.5248761, 9.0980756];4919;163,464;-80,664
PR1_NFL_115;Nordfriesland;Nordfriesland;Oster-Ohrstedt;Oster-Ohrstedt;64,0;64,0;WKA in Betrieb;WKA in Betrieb;[54.5167641, 9.2269089];[54.5167641, 9.2269089];4919;57,302;6,698
PR1_NFL_118;Nordfriesland;Nordfriesland;Wittbek;Wittbek;72,5;72,5;-;-;[54.4718628, 9.2040368];[54.4718628, 9.2040368];4919;0,0;72,5
PR1_NFL_120;Nordfriesland;Nordfriesland;Wittbek;Wittbek;46,3;35,5;-;-;[54.4718628, 9.2040368];[54.4718628, 9.2040368];4919;0,0;35,5
PR1_NFL_121;Nordfriesland;-;Mildstedt,Schwesing;-;15,2;0,0;-;-;[54.4777579, 9.1148949];[0, 0];4919;0,0;0,0
PR1_NFL_122;Nordfriesland;Nordfriesland;Rantrum,Schwesing,Wester-Ohrstedt,Wittbek;Rantrum,Wittbek;177,6;74,0;WKA in Betrieb;WKA in Betrieb;[54.4793591, 9.1637656];[54.4564647, 9.165141];4919;104,754;-30,754000000000005
PR1_NFL_123;Nordfriesland;-;Ostenfeld (Husum),Wittbek;-;28,4;0,0;-;-;[54.4677263, 9.2183939];[0, 0];2303;0,0;0,0
PR1_NFL_124;Nordfriesland;-;Wittbek;-;23,7;0,0;-;-;[54.4718628, 9.2040368];[0, 0];4919;0,0;0,0
